Customer ID,Monetary,Frequency,LastInvoiceDate,Recency,R,F,M,RFM_Segment,RFM_Score,RFM_Segment_label
12408.0,3905.77,8,2011-11-07 12:27:00,32,3,4,4,344,11,Champion
12409.0,23419.29,7,2011-09-22 10:38:00,78,3,3,4,334,10,Champion
12410.0,773.71,3,2011-02-04 10:39:00,308,2,2,2,222,6,Mid-tire
12411.0,346.9,1,2010-10-26 09:25:00,409,1,1,2,112,4,At risk
12412.0,2404.93,6,2011-09-26 10:16:00,74,3,3,4,334,10,Champion
12413.0,871.45,4,2011-10-04 09:00:00,66,3,3,2,332,8,Mid-tire
12414.0,532.41,4,2011-05-06 14:51:00,216,2,3,2,232,7,Mid-tire
12415.0,144033.37,24,2011-11-15 14:22:00,23,4,4,4,444,12,Champion
12416.0,202.56,1,2010-02-21 10:19:00,656,1,1,1,111,3,Lost
12417.0,6017.91,20,2011-12-06 14:52:00,2,4,4,4,444,12,Champion
12418.0,2021.2,4,2011-08-19 11:08:00,112,2,3,3,233,8,Mid-tire
12419.0,391.01,2,2010-11-19 10:04:00,385,1,2,2,122,5,At risk
12420.0,600.39,1,2011-10-07 08:55:00,63,3,1,2,312,6,New customer
12421.0,874.6,6,2011-11-24 09:07:00,15,4,3,2,432,9,Lost
12422.0,3639.35,12,2011-09-05 09:48:00,95,2,4,4,244,10,Champion
12423.0,2301.39,10,2011-12-09 10:10:00,0,4,4,4,444,12,Champion
12424.0,3340.03,4,2011-06-30 12:06:00,162,2,3,4,234,9,Lost
12425.0,1741.41,2,2011-09-22 17:31:00,77,3,2,3,323,8,Mid-tire
12426.0,1201.21,2,2011-05-29 12:26:00,194,2,2,3,223,7,Mid-tire
12427.0,949.3,3,2011-11-18 08:56:00,21,4,2,3,423,9,Lost
12428.0,6405.26,8,2011-11-14 08:22:00,25,3,4,4,344,11,Champion
12429.0,6979.91,8,2011-11-30 17:22:00,8,4,4,4,444,12,Champion
12430.0,216.4,1,2011-10-27 15:09:00,42,3,1,1,311,5,At risk
12431.0,10527.97,25,2011-11-04 11:55:00,35,3,4,4,344,11,Champion
12432.0,4359.32,4,2011-10-28 11:43:00,42,3,3,4,334,10,Champion
12433.0,20581.26,10,2011-12-09 10:02:00,0,4,4,4,444,12,Champion
12434.0,1103.43,3,2011-09-16 12:38:00,84,3,2,3,323,8,Mid-tire
12435.0,13925.93,6,2011-09-21 09:06:00,79,3,3,4,334,10,Champion
12436.0,429.01000000000005,1,2011-09-01 12:09:00,99,2,1,2,212,5,At risk
12437.0,11282.4,38,2011-12-08 11:35:00,1,4,4,4,444,12,Champion
12438.0,2466.85,2,2011-11-25 13:28:00,13,4,2,4,424,10,Champion
12439.0,1158.18,2,2010-01-26 12:11:00,682,1,2,3,123,6,Mid-tire
12440.0,739.2,2,2010-09-03 13:11:00,461,1,2,2,122,5,At risk
12441.0,311.1,1,2010-12-08 10:45:00,366,2,1,1,211,4,At risk
12442.0,144.06,1,2011-12-06 14:22:00,2,4,1,1,411,6,New customer
12443.0,365.31,1,2009-12-07 15:42:00,731,1,1,2,112,4,At risk
12444.0,4085.46,5,2011-11-18 13:23:00,20,4,3,4,434,11,Champion
12445.0,378.98,2,2011-11-17 18:43:00,21,4,2,2,422,8,Mid-tire
12446.0,1002.3100000000001,1,2011-10-13 12:50:00,57,3,1,3,313,7,New customer
12447.0,431.49,1,2011-04-10 13:25:00,242,2,1,2,212,5,At risk
12448.0,365.45,1,2011-10-26 13:46:00,43,3,1,2,312,6,New customer
12449.0,4274.89,5,2011-11-17 13:46:00,21,4,3,4,434,11,Champion
12450.0,688.2,5,2011-07-06 14:41:00,155,2,3,2,232,7,Mid-tire
12451.0,12629.88,8,2011-11-29 08:40:00,10,4,4,4,444,12,Champion
12452.0,348.57,1,2011-11-23 08:05:00,16,4,1,2,412,7,New customer
12453.0,707.09,1,2011-07-28 14:08:00,133,2,1,2,212,5,At risk
12454.0,16459.78,4,2011-10-14 17:13:00,55,3,3,4,334,10,Champion
12455.0,5722.95,9,2011-09-27 15:31:00,72,3,4,4,344,11,Champion
12456.0,2581.04,3,2011-10-26 14:41:00,43,3,2,4,324,9,Lost
12457.0,2555.91,7,2011-10-04 13:13:00,65,3,3,4,334,10,Champion
12458.0,1502.49,4,2011-09-29 15:25:00,70,3,3,3,333,9,Lost
12459.0,398.36,1,2010-04-13 14:53:00,604,1,1,2,112,4,At risk
12460.0,296.65,1,2010-09-09 13:51:00,455,1,1,1,111,3,Lost
12461.0,626.88,1,2011-07-08 10:23:00,154,2,1,2,212,5,At risk
12462.0,937.59,2,2011-11-21 09:11:00,18,4,2,3,423,9,Lost
12463.0,1200.78,4,2011-10-17 13:44:00,52,3,3,3,333,9,Lost
12464.0,957.05,8,2011-11-29 13:33:00,9,4,4,3,443,11,Champion
12465.0,682.1899999999999,2,2011-11-22 16:34:00,16,4,2,2,422,8,Mid-tire
12467.0,132.8,1,2010-10-12 15:41:00,422,1,1,1,111,3,Lost
12468.0,3238.74,5,2011-06-05 11:36:00,187,2,3,4,234,9,Lost
12469.0,3070.54,2,2010-07-05 12:40:00,522,1,2,4,124,7,Mid-tire
12470.0,211.95,1,2010-01-19 11:01:00,689,1,1,1,111,3,Lost
12471.0,35145.5,71,2011-12-07 15:43:00,1,4,4,4,444,12,Champion
12472.0,16494.59,19,2011-11-07 14:01:00,31,3,4,4,344,11,Champion
12473.0,2596.23,3,2011-10-17 11:27:00,53,3,2,4,324,9,Lost
12474.0,11362.45,29,2011-11-22 14:39:00,16,4,4,4,444,12,Champion
12475.0,1065.64,2,2011-10-17 10:10:00,53,3,2,3,323,8,Mid-tire
12476.0,12351.41,18,2011-11-24 12:40:00,15,4,4,4,444,12,Champion
12477.0,20276.37,9,2011-11-17 09:51:00,22,4,4,4,444,12,Champion
12478.0,545.99,1,2011-12-06 09:56:00,3,4,1,2,412,7,New customer
12479.0,473.2,1,2011-11-28 13:26:00,10,4,1,2,412,7,New customer
12480.0,4834.85,7,2011-11-11 14:52:00,27,3,3,4,334,10,Champion
12481.0,11191.39,14,2011-11-17 08:29:00,22,4,4,4,444,12,Champion
12482.0,21941.72,27,2010-05-12 16:51:00,575,1,4,4,144,9,Lost
12483.0,4092.58,19,2011-11-22 17:02:00,16,4,4,4,444,12,Champion
12484.0,5573.15,9,2011-11-04 15:18:00,34,3,4,4,344,11,Champion
12485.0,708.1,1,2010-06-28 15:22:00,528,1,1,2,112,4,At risk
12486.0,917.28,1,2010-10-04 12:14:00,431,1,1,3,113,5,At risk
12487.0,285.29999999999995,1,2009-12-09 11:36:00,730,1,1,1,111,3,Lost
12488.0,1244.66,3,2011-11-30 08:50:00,9,4,2,3,423,9,Lost
12489.0,298.93,1,2011-01-07 13:13:00,335,2,1,1,211,4,At risk
12490.0,8764.64,20,2011-12-04 16:07:00,4,4,4,4,444,12,Champion
12491.0,424.40000000000003,1,2011-11-01 12:18:00,38,3,1,2,312,6,New customer
12492.0,607.21,3,2011-10-07 15:15:00,62,3,2,2,322,7,Mid-tire
12493.0,379.74,2,2011-06-27 10:17:00,165,2,2,2,222,6,Mid-tire
12494.0,1602.8700000000001,9,2011-11-24 09:34:00,15,4,4,3,443,11,Champion
12495.0,277.4,1,2010-03-09 10:53:00,640,1,1,1,111,3,Lost
12496.0,54.09,2,2010-03-29 14:06:00,619,1,2,1,121,4,At risk
12497.0,5996.5,3,2011-09-19 12:29:00,81,3,2,4,324,9,Lost
12498.0,349.70000000000005,3,2011-11-18 12:53:00,20,4,2,2,422,8,Mid-tire
12499.0,357.72,1,2010-05-28 15:12:00,559,1,1,2,112,4,At risk
12500.0,5559.21,18,2011-11-16 16:20:00,22,4,4,4,444,12,Champion
12501.0,2025.39,1,2011-01-07 12:28:00,336,2,1,3,213,6,New customer
12502.0,2995.87,5,2011-09-05 11:52:00,95,2,3,4,234,9,Lost
12503.0,896.0,1,2010-05-04 13:59:00,583,1,1,3,113,5,At risk
12504.0,689.05,4,2011-11-21 16:02:00,17,4,3,2,432,9,Lost
12505.0,787.2,1,2010-10-27 09:18:00,408,1,1,2,112,4,At risk
12506.0,73.5,1,2011-04-21 08:54:00,232,2,1,1,211,4,At risk
12507.0,1508.06,4,2011-07-28 17:09:00,133,2,3,3,233,8,Mid-tire
12508.0,398.27,2,2011-11-13 15:37:00,25,3,2,2,322,7,Mid-tire
12509.0,158.5,1,2011-02-28 14:45:00,283,2,1,1,211,4,At risk
12510.0,3039.03,7,2011-07-20 10:15:00,142,2,3,4,234,9,Lost
12511.0,3084.02,1,2010-10-07 10:39:00,428,1,1,4,114,6,New customer
12512.0,138.03,2,2011-10-04 14:55:00,65,3,2,1,321,6,Mid-tire
12513.0,558.29,1,2011-08-19 10:51:00,112,2,1,2,212,5,At risk
12514.0,1597.76,2,2011-03-17 16:38:00,266,2,2,3,223,7,Mid-tire
12515.0,278.7,1,2010-12-21 15:43:00,352,2,1,1,211,4,At risk
12516.0,2288.62,4,2011-09-23 09:13:00,77,3,3,3,333,9,Lost
12517.0,2322.84,4,2011-11-11 13:57:00,27,3,3,4,334,10,Champion
12518.0,1840.89,5,2011-12-09 10:13:00,0,4,3,3,433,10,Champion
12519.0,636.54,2,2011-10-07 09:26:00,63,3,2,2,322,7,Mid-tire
12520.0,2346.2599999999998,5,2011-09-21 15:23:00,78,3,3,4,334,10,Champion
12521.0,545.68,1,2011-07-20 10:51:00,142,2,1,2,212,5,At risk
12522.0,156.72,2,2011-10-31 15:30:00,38,3,2,1,321,6,Mid-tire
12523.0,4030.15,23,2011-11-20 12:55:00,18,4,4,4,444,12,Champion
12524.0,9794.11,17,2011-11-30 15:31:00,8,4,4,4,444,12,Champion
12525.0,883.73,3,2010-07-29 16:08:00,497,1,2,3,123,6,Mid-tire
12526.0,1172.66,3,2011-12-09 12:09:00,0,4,2,3,423,9,Lost
12527.0,717.51,5,2011-09-19 11:55:00,81,3,3,2,332,8,Mid-tire
12528.0,1645.48,6,2011-11-30 14:40:00,8,4,3,3,433,10,Champion
12529.0,316.48,1,2010-06-29 13:10:00,527,1,1,1,111,3,Lost
12530.0,3381.26,9,2011-10-11 12:34:00,59,3,4,4,344,11,Champion
12531.0,1771.2,2,2011-11-25 11:12:00,14,4,2,3,423,9,Lost
12532.0,313.83000000000004,1,2011-11-09 13:47:00,29,3,1,1,311,5,At risk
12533.0,1223.89,2,2010-03-22 10:56:00,627,1,2,3,123,6,Mid-tire
12534.0,981.18,1,2011-08-01 10:26:00,130,2,1,3,213,6,New customer
12535.0,716.35,2,2011-09-09 08:48:00,91,3,2,2,322,7,Mid-tire
12536.0,4279.71,1,2011-10-11 14:52:00,58,3,1,4,314,8,New customer
12537.0,612.94,1,2010-10-27 08:36:00,408,1,1,2,112,4,At risk
12538.0,640.45,2,2011-11-10 17:16:00,28,3,2,2,322,7,Mid-tire
12539.0,11186.75,7,2011-11-17 13:30:00,21,4,3,4,434,11,Champion
12540.0,19250.49,32,2011-11-20 11:31:00,19,4,4,4,444,12,Champion
12541.0,841.18,3,2011-11-10 10:40:00,29,3,2,2,322,7,Mid-tire
12542.0,481.88,2,2010-08-12 19:12:00,483,1,2,2,122,5,At risk
12543.0,840.25,1,2010-09-17 15:51:00,447,1,1,2,112,4,At risk
12544.0,316.7,1,2011-11-03 16:15:00,35,3,1,1,311,5,At risk
12545.0,832.39,2,2011-09-25 13:39:00,74,3,2,2,322,7,Mid-tire
12546.0,1021.5,2,2011-10-24 12:09:00,46,3,2,3,323,8,Mid-tire
12547.0,299.58,3,2011-05-26 12:38:00,197,2,2,1,221,5,At risk
12548.0,67.19999999999999,1,2011-06-26 15:35:00,165,2,1,1,211,4,At risk
12549.0,1570.68,5,2010-05-13 12:05:00,575,1,3,3,133,7,Mid-tire
12550.0,824.83,1,2011-09-21 14:35:00,78,3,1,2,312,6,New customer
12551.0,168.0,1,2010-12-17 11:23:00,357,2,1,1,211,4,At risk
12552.0,317.82,1,2011-10-31 12:11:00,39,3,1,1,311,5,At risk
12553.0,4104.75,12,2011-12-01 16:38:00,7,4,4,4,444,12,Champion
12554.0,384.5,1,2010-09-17 12:29:00,448,1,1,2,112,4,At risk
12556.0,603.71,2,2011-10-20 13:06:00,49,3,2,2,322,7,Mid-tire
12557.0,18716.14,8,2011-11-23 16:59:00,15,4,4,4,444,12,Champion
12558.0,269.96,1,2011-12-02 10:41:00,7,4,1,1,411,6,New customer
12559.0,525.71,2,2011-02-02 09:49:00,310,2,2,2,222,6,Mid-tire
12560.0,1918.01,2,2011-12-04 13:54:00,4,4,2,3,423,9,Lost
12561.0,238.85,1,2011-02-10 11:39:00,302,2,1,1,211,4,At risk
12562.0,4426.92,9,2011-12-01 17:20:00,7,4,4,4,444,12,Champion
12563.0,221.24,1,2010-10-27 09:52:00,408,1,1,1,111,3,Lost
12564.0,402.9,1,2011-03-23 14:55:00,260,2,1,2,212,5,At risk
12565.0,145.92,1,2011-02-24 10:34:00,288,2,1,1,211,4,At risk
12566.0,297.65,1,2011-09-14 14:30:00,85,3,1,1,311,5,At risk
12567.0,12467.86,15,2011-11-17 11:02:00,22,4,4,4,444,12,Champion
12568.0,52.0,1,2010-03-05 09:15:00,644,1,1,1,111,3,Lost
12569.0,3152.69,32,2011-12-07 16:24:00,1,4,4,4,444,12,Champion
12571.0,519.61,2,2011-10-31 10:19:00,39,3,2,2,322,7,Mid-tire
12572.0,912.42,2,2011-12-01 09:20:00,8,4,2,3,423,9,Lost
12573.0,717.41,5,2011-04-26 15:52:00,226,2,3,2,232,7,Mid-tire
12574.0,182.45000000000002,1,2011-01-28 09:20:00,315,2,1,1,211,4,At risk
12575.0,568.8199999999999,2,2010-09-08 13:09:00,456,1,2,2,122,5,At risk
12576.0,2062.72,8,2011-11-04 10:11:00,35,3,4,3,343,10,Champion
12577.0,1649.8,8,2011-11-04 13:24:00,34,3,4,3,343,10,Champion
12578.0,4026.4500000000003,4,2011-11-18 13:30:00,20,4,3,4,434,11,Champion
12579.0,386.42,1,2011-09-22 17:15:00,77,3,1,2,312,6,New customer
12580.0,962.9,2,2011-04-07 10:24:00,246,2,2,3,223,7,Mid-tire
12581.0,179.71,1,2011-10-31 08:56:00,39,3,1,1,311,5,At risk
12582.0,1820.4,4,2011-04-15 08:45:00,238,2,3,3,233,8,Mid-tire
12583.0,13295.44,27,2011-12-07 08:07:00,2,4,4,4,444,12,Champion
12584.0,2254.15,9,2011-12-06 09:35:00,3,4,4,3,443,11,Champion
12585.0,1824.1,2,2011-04-19 13:39:00,233,2,2,3,223,7,Mid-tire
12586.0,2062.67,4,2011-11-22 16:24:00,16,4,3,3,433,10,Champion
12587.0,104.0,1,2011-12-02 12:47:00,7,4,1,1,411,6,New customer
12588.0,718.78,3,2011-10-31 15:01:00,38,3,2,2,322,7,Mid-tire
12589.0,3294.91,6,2011-11-11 10:19:00,28,3,3,4,334,10,Champion
12590.0,9341.26,1,2011-05-12 14:46:00,210,2,1,4,214,7,New customer
12591.0,1128.15,3,2011-01-26 14:35:00,316,2,2,3,223,7,Mid-tire
12592.0,1723.6399999999999,4,2011-09-08 15:04:00,91,3,3,3,333,9,Lost
12593.0,382.09999999999997,3,2011-08-23 12:43:00,108,2,2,2,222,6,Mid-tire
12594.0,4890.110000000001,14,2011-11-02 12:20:00,37,3,4,4,344,11,Champion
12595.0,281.02,1,2010-07-23 09:10:00,504,1,1,1,111,3,Lost
12596.0,450.27,2,2011-10-19 13:02:00,50,3,2,2,322,7,Mid-tire
12597.0,3195.22,4,2011-11-20 13:33:00,18,4,3,4,434,11,Champion
12598.0,4192.09,10,2011-11-30 12:18:00,9,4,4,4,444,12,Champion
12599.0,2026.72,13,2011-11-10 13:34:00,28,3,4,3,343,10,Champion
12600.0,4444.35,20,2011-11-11 10:29:00,28,3,4,4,344,11,Champion
12601.0,573.26,6,2011-06-03 10:17:00,189,2,3,2,232,7,Mid-tire
12602.0,153.12,1,2011-10-12 11:22:00,58,3,1,1,311,5,At risk
12603.0,613.1999999999999,1,2011-11-18 10:42:00,21,4,1,2,412,7,New customer
12604.0,236.18,2,2011-09-21 14:08:00,78,3,2,1,321,6,Mid-tire
12605.0,1124.95,3,2010-11-28 14:18:00,375,2,2,3,223,7,Mid-tire
12607.0,1579.51,1,2011-10-10 16:06:00,59,3,1,3,313,7,New customer
12608.0,415.79,1,2010-10-31 10:49:00,404,1,1,2,112,4,At risk
12609.0,3021.86,9,2011-09-22 16:34:00,77,3,4,4,344,11,Champion
12610.0,1747.54,4,2011-11-17 09:34:00,22,4,3,3,433,10,Champion
12611.0,1193.32,1,2011-10-18 13:12:00,51,3,1,3,313,7,New customer
12612.0,668.0400000000001,1,2011-09-26 15:35:00,73,3,1,2,312,6,New customer
12613.0,6295.07,9,2011-10-13 14:59:00,56,3,4,4,344,11,Champion
12614.0,315.6,1,2011-03-07 10:22:00,277,2,1,1,211,4,At risk
12615.0,5362.98,8,2011-12-07 15:02:00,1,4,4,4,444,12,Champion
12616.0,1023.1,3,2011-09-05 15:17:00,94,3,2,3,323,8,Mid-tire
12617.0,355.53,1,2011-11-10 14:39:00,28,3,1,2,312,6,New customer
12618.0,137.31,1,2011-11-18 11:10:00,21,4,1,1,411,6,New customer
12619.0,3085.7,9,2011-11-23 14:52:00,15,4,4,4,444,12,Champion
12620.0,1303.41,3,2011-11-25 10:20:00,14,4,2,3,423,9,Lost
12621.0,22525.81,35,2011-12-08 11:25:00,1,4,4,4,444,12,Champion
12622.0,162.1,1,2011-04-21 16:39:00,231,2,1,1,211,4,At risk
12623.0,3315.84,7,2011-03-08 13:50:00,275,2,3,4,234,9,Lost
12624.0,569.13,2,2011-08-25 15:04:00,105,2,2,2,222,6,Mid-tire
12625.0,4678.88,4,2011-05-12 09:54:00,211,2,3,4,234,9,Lost
12626.0,5954.48,9,2011-11-16 16:06:00,22,4,4,4,444,12,Champion
12627.0,4082.53,6,2011-11-29 12:07:00,10,4,3,4,434,11,Champion
12628.0,732.46,3,2011-12-05 13:15:00,3,4,2,2,422,8,Mid-tire
12629.0,1198.22,2,2010-11-19 09:18:00,385,1,2,3,123,6,Mid-tire
12630.0,1030.88,2,2011-11-30 10:48:00,9,4,2,3,423,9,Lost
12631.0,3321.57,6,2011-10-13 13:53:00,56,3,3,4,334,10,Champion
12632.0,714.88,2,2010-07-07 09:39:00,520,1,2,2,122,5,At risk
12633.0,5156.16,7,2011-10-12 11:40:00,58,3,3,4,334,10,Champion
12634.0,360.0,1,2010-06-09 15:41:00,547,1,1,2,112,4,At risk
12635.0,2624.41,4,2011-09-11 11:04:00,89,3,3,4,334,10,Champion
12637.0,8142.3099999999995,12,2011-10-03 13:46:00,66,3,4,4,344,11,Champion
12638.0,681.49,2,2011-11-06 13:11:00,32,3,2,2,322,7,Mid-tire
12639.0,1072.37,3,2011-04-15 12:48:00,238,2,2,3,223,7,Mid-tire
12640.0,994.58,3,2011-11-16 11:52:00,23,4,2,3,423,9,Lost
12641.0,145.9,1,2011-08-16 13:26:00,114,2,1,1,211,4,At risk
12642.0,905.26,3,2011-11-14 15:03:00,24,4,2,3,423,9,Lost
12643.0,7849.42,11,2011-08-03 12:56:00,127,2,4,4,244,10,Champion
12644.0,1900.49,4,2011-08-02 10:33:00,129,2,3,3,233,8,Mid-tire
12645.0,3215.3,8,2011-11-06 12:38:00,33,3,4,4,344,11,Champion
12646.0,1346.97,2,2011-12-05 10:14:00,4,4,2,3,423,9,Lost
12647.0,14916.35,35,2011-11-17 12:56:00,21,4,4,4,444,12,Champion
12648.0,1039.0,4,2011-07-08 11:55:00,154,2,3,3,233,8,Mid-tire
12649.0,2096.65,8,2011-08-24 14:41:00,106,2,4,3,243,9,Lost
12650.0,242.44000000000003,1,2011-12-06 16:34:00,2,4,1,1,411,6,New customer
12651.0,377.75,4,2011-01-09 12:46:00,334,2,3,2,232,7,Mid-tire
12652.0,891.03,2,2011-01-12 15:00:00,330,2,2,3,223,7,Mid-tire
12653.0,4160.83,3,2011-07-14 10:41:00,148,2,2,4,224,8,Mid-tire
12654.0,529.98,5,2011-11-29 10:10:00,10,4,3,2,432,9,Lost
12655.0,243.35000000000002,1,2010-10-12 09:17:00,423,1,1,1,111,3,Lost
12656.0,5723.83,8,2011-11-22 13:42:00,16,4,4,4,444,12,Champion
12657.0,1427.18,4,2011-11-28 15:47:00,10,4,3,3,433,10,Champion
12658.0,632.05,1,2011-11-21 10:22:00,18,4,1,2,412,7,New customer
12659.0,73.68,1,2011-11-10 11:53:00,29,3,1,1,311,5,At risk
12660.0,227.1,1,2011-11-28 13:26:00,10,4,1,1,411,6,New customer
12661.0,162.0,1,2010-09-29 16:46:00,435,1,1,1,111,3,Lost
12662.0,6374.02,20,2011-12-09 11:59:00,0,4,4,4,444,12,Champion
12663.0,185.4,2,2010-03-25 09:40:00,624,1,2,1,121,4,At risk
12664.0,5420.04,11,2011-12-01 17:07:00,7,4,4,4,444,12,Champion
12665.0,259.6,3,2011-01-19 08:34:00,324,2,2,1,221,5,At risk
12666.0,1248.42,1,2010-11-10 16:40:00,393,1,1,3,113,5,At risk
12667.0,460.13,1,2011-10-12 17:00:00,57,3,1,2,312,6,New customer
12668.0,9967.68,9,2011-11-28 10:56:00,11,4,4,4,444,12,Champion
12669.0,1427.73,2,2011-07-12 09:54:00,150,2,2,3,223,7,Mid-tire
12670.0,3436.29,7,2011-11-29 15:23:00,9,4,3,4,434,11,Champion
12671.0,2622.481,1,2010-04-12 16:30:00,605,1,1,4,114,6,New customer
12672.0,407.05,2,2011-01-14 09:20:00,329,2,2,2,222,6,Mid-tire
12673.0,1140.02,3,2011-12-04 13:55:00,4,4,2,3,423,9,Lost
12674.0,1844.6,4,2011-11-01 12:12:00,38,3,3,3,333,9,Lost
12675.0,874.5,2,2010-06-04 09:49:00,553,1,2,2,122,5,At risk
12676.0,2333.09,10,2011-11-15 12:25:00,24,4,4,4,444,12,Champion
12677.0,359.1,2,2010-06-02 14:30:00,554,1,2,2,122,5,At risk
12678.0,32595.18,15,2011-10-28 13:04:00,41,3,4,4,344,11,Champion
12679.0,951.02,4,2011-10-12 12:30:00,58,3,3,3,333,9,Lost
12680.0,790.81,4,2011-12-09 12:50:00,0,4,3,2,432,9,Lost
12681.0,27898.28,44,2011-11-25 11:33:00,14,4,4,4,444,12,Champion
12682.0,21693.91,51,2011-12-06 10:00:00,3,4,4,4,444,12,Champion
12683.0,11400.78,20,2011-12-05 16:28:00,3,4,4,4,444,12,Champion
12684.0,2073.63,6,2011-12-02 09:53:00,7,4,3,3,433,10,Champion
12685.0,2575.08,6,2011-11-11 13:46:00,27,3,3,4,334,10,Champion
